1,isbn,author,tag_author,name,publisher,city,type_of_printing,printing,publ_date,year_of_w,language,type,cover,read,series,condition,inscription,format,pages,from
1203,978-5-389-13174-3,Яков Перельман,Я.Перельман,Занимательная астрономия,Азбука,Санкт-Петербург,Основной,3000,2021,,русский,научпоп,мягкая,FALSE,Азбука-классика. Non-Fiction,good - new,,75*100(1/32),256,Ozon
1204,978-5-389-17524-2,Митч Элбом,Элбом,"Вторники с Морри, или величайший урок жизни",Азбука,Санкт-Петербург,Основной,3000,2021,1997,русский,роман,твёрдая с обёрткой,FALSE,Азбука-бестселлер,good - new,,70*90(1/32),256,Ozon
1205,978-5-00131-235-2,Фредерик Бакман,Бакман,Тревожные люди,Синдбад,Москва,Основной,10000,2021,2019,русский,роман,твёрдая,TRUE,,good - new,,84*108(1/32),416,Ozon
1206,,Гюстав Флобер,Флобер,Воспитание чувств,Правда,Москва,Основной,500000,1983,1869,русский,роман,твёрдая,TRUE,,good - old,,84*108(1/32),464,Ozon
1207,978-5-389-09543-4,Фредерик Бегбедер,Бегбедер,99 франков,Азбука,Санкт-Петербург,Дополнительный,3000,2020,2000,русский,роман,мягкая,FALSE,the big book,good - new,,75*100(1/32),288,Ozon
1208,978-5-17-119433-8,Питер Брайан Медавар,Медавар,Советы молодому ученому,АСТ,Москва,Основной,4000,2020,1979,русский,научпоп,мягкая,FALSE,Эксклюзивная классика,good - new,,76*100(1/32),256,Ozon
1209,978-5-389-16291-4,Жозе Сарамаго,Сарамаго,Двойник,Азбука,Санкт-Петербург,Основной,3000,2019,2002,русский,роман,мягкая,FALSE,Азбука-классика,good - new,,75*100(1/32),320,Ozon
1210,978-5-389-17356-9,Владимир Немирович-Данченко,Немирович-Данченко,О театре,Азбука,Санкт-Петербург,Основной,5000,2020,,русский,публицистика,мягкая,FALSE,Азбука-классика. Non-Fiction,good - new,,75*100(1/32),352,Ozon
1211,978-5-00131-100-3,Карл Уве Кнаусгор,Кнаусгор,Прощание. Моя борьба[1],Синдбад,Москва,Основной,3000,2019,2009,русский,роман,твёрдая,FALSE,,good - new,,60*90(1/16),464,Ozon
1212,978-5-91671-682-5,Роб Бразертон,Бразертон,Недоверчивые умы,Альпина нон-фикшн,Москва,Основной,1500,2021,2015,русский,научпоп,твёрдая,FALSE,,good - new,,60*90(1/16),352,Ozon
1213,978-5-00139-143-2,Полина Лосева,Лосева,Против часовой стрелки,Альпина нон-фикшн,Москва,Основной,,2022,2020,русский,научпоп,твёрдая,FALSE,Primus,good - new,,60*90(1/16),470,Ozon
1214,,Ромен Роллан,Роллан,Собрание сочинений - Том 8,Правда,Москва,Основной,700000,1983,,русский,собрание сочинений,твёрдая,FALSE,Собрание сочинений Ромена Роллана,medium - old,,84*108(1/32),496,Ozon
1215,978-0-00-735097-1,Anna Sewell,Сьюэлл,Black Beauty,HarperCollins,Croydon,Основной,,2010,,english,роман,мягкая,FALSE,Collins Classics,good - new,,,256,Молдова
1216,978-5-389-12163-8,Джеральд Даррелл,Даррелл,Три билета до Эдвенчер,Азбука,Санкт-Петербург,Основной,4000,2017,1954,русский,натурализм,мягкая,FALSE,Азбука-классика. Non-Fiction,good - new,,75*100(1/32),224,Ozon
1217,978-5-389-14880-2,Джулиан Барнс,Барнс,История мира в 10 1/2 главах,Азбука,Санкт-Петербург,Основной,3000,2021,1989,русский,роман,мягкая,FALSE,the big book,good - new,,75*100(1/32),384,Ozon
1218,978-5-17-119214-3,Герман Гессе,Гессе,Нарцисс и златоуст,АСТ,Москва,Дополнительный,3000,2021,1930,русский,роман,мягкая,FALSE,Эксклюзивная классика,good - new,,76*100(1/32),320,Буквоед
1219,,Ромен Роллан,Роллан,Собрание сочинений - Том 7,Правда,Москва,Основной,700000,1983,,русский,собрание сочинений,твёрдая,FALSE,Собрание сочинений Ромена Роллана,medium - old,,84*108(1/32),592,Ozon
1220,,Б.А.Трубецкой,Б.Трубецкой,Пушкин в Молдавии,Литиратура Артистикэ,Кишинев,Основной,50000,1983,,русский,биография,твёрдая,FALSE,,good - old,,84*108(1/32),395,Ozon
1221,978-5-04-090987-2,Рон Хэлл. Николас Томалин.,Хэлл/Томалин,Гонка века,Э,Москва,Основной,7000,2018,1970,русский,роман,твёрдая,FALSE,TRUESTORY,good - new,,84*120(1/32),432,Ozon
1222,978-5-389-18045-1,Трумен Капоте,Капоте,Завтрак у Тиффани,Азбука,Санкт-Петербург,Основной,5000,2020,1951,русский,сборник рассказов,мягкая,FALSE,the big book,good - new,,75*100(1/32),256,Ozon
1223,978-5-389-17374-3,Жозе Сарамаго,Сарамаго,Пещера,Азбука,Санкт-Петербург,Основной,3000,2020,2000,русский,роман,мягкая,FALSE,Азбука-классика,good - new,,75*100(1/32),352,Ozon
1224,978-5-17-108297-0,Эжен Ионеско,Ионеско,Носорог,АСТ,Москва,Основной,5000,2018,1959,русский,пьеса,мягкая,TRUE,Эксклюзивная классика,good - new,,76*100(1/32),192,Буквоед
1225,,И.С.Тургенев,Тургенев,Полное собранie сочинений Томъ 1 Посмертное изданie,Типографiя Глазунова,Санкт-Петербург,Основной,,1883,,русский,собрание сочинений,твёрдая,FALSE,Полное собранiе сочинени И.С.Тургенева. Посмертное изданiе.,medium - very old,,,540,Старая книга
1226,,И.С.Тургенев,Тургенев,Сочиненiя И.С.Тургенева. (1844-1868.) Часть седьмая,Изданiе братьевъ Салаевыхъ,Москва,Основной,,1869,,русский,собрание сочинений,твёрдая,FALSE,Сочиненiя И.С.Тургенева (1844-1868.),normal - very old,,,798,Старая книга
1227,963-13-2514-8,Каталин Геллер,К.Геллер,Французская живопись XIX века,Корвина,Будапешт,Основной,,1988,1985,русский,искусство,твёрдая с обёрткой,FALSE,,normal - old,,,102,Старая книга
1228,5-699-05155-4,Артуро Перес-Реверте,Перес-Реверте,Королева юга,Эксмо,Москва,Дополнительный,9100,2004,2002,русский,роман,твёрдая,FALSE,,normal - new,,84*108(1/32),592,Старая книга
1229,978-5-389-05659-6,Маргарет Мадзантини,Мадзантини,Не уходи,Азбука,Санкт-Петербург,Основной,7000,2013,2001,русский,роман,мягкая,FALSE,Азбука-классика,normal - new,,76*100(1/32),288,Старая книга
1230,978-5-699-95431-5,Омар Хайям,Хайям,Рубаи,Эксмо,Москва,Дополнительный,2000,2021,,русский,поэзия,твёрдая,FALSE,Золотая коллекция поэзии,good - new,,60*90(1/32),288,Ozon
1231,978-5-86471-638-0,Алекс Престон,Престон,Кровоточащий город,phantom press,Москва,Основной,3000,2012,2010,русский,роман,твёрдая,FALSE,,good - new,,84*108(1/32),448,Ozon
1232,978-5-04-113699-4,Хуан Габриэль Васкес,Васкес,Нетленный прах,Эксмо,Москва,Основной,2000,2021,2015,русский,роман,твёрдая,FALSE,Global Books. Книги без границ,good - new,,80*108(1/32),576,Ozon
1233,978-5-04-101618-0,Иэн Макьюэн,Макьюэн,Чёрные псы,Эксмо,Москва,Основной,2000,2019,1992,русский,роман,твёрдая,FALSE,,good - new,,84*108(1/32),256,Ozon
1234,978-5-389-13445-4,Жозе Сарамаго,Сарамаго,История осады Лиссабона,Азбука,Санкт-Петербург,Основной,3000,2017,1989,русский,роман,мягкая,FALSE,Азбука-классика,good - new,,75*100(1/32),384,Ozon
1235,978-5-389-16847-3,Йоав Блум,Блум,Творцы совпадений,Азбука,Санкт-Петербург,Основной,3000,2021,2011,русский,роман,мягкая,FALSE,the big book,good - new,,75*100(1/32),320,Ozon
1236,978-5-17-107199-8,Пелам Гренвилл Вудхаус,Вудхаус,Тетки - не джентльмены,АСТ,Москва,Дополнительный,3000,2021,1974,русский,роман,мягкая,FALSE,Эксклюзивная классика,good - new,,76*100(1/32),256,Ozon
1237,978-5-389-16767-4,пер. Николай Заболоцкий,,Слово о полку Игоревом,Махаон,Москва,Дополнительный,6000,2020,,русский,поэзия,твёрдая,FALSE,Чтение - лучшее учение,good - new,,60*90(1/16),80,Ozon
1238,,Ромен Роллан,Роллан,Собрание сочинений - Том 2,Правда,Москва,Основной,700000,1983,,русский,собрание сочинений,твёрдая,FALSE,Собрание сочинений Ромена Роллана,medium - old,,84*108(1/32),448,Ozon
1239,978-5-389-13045-6,Алессандро Барикко,Барикко,Такая история,Азбука,Санкт-Петербург,Основной,3000,2017,2005,русский,роман,мягкая,FALSE,Азбука-классика,good - new,,75*100(1/32),352,Ozon
1240,978-5-00139-295-8,Мария Елифёрова,Елифёрова,#панталоныфракжилет,Альпина нон-фикшн,Москва,Основной,2000,2020,2020,русский,научпоп,твёрдая,FALSE,Primus,good - new,,60*90(1/16),268,Ozon
1241,978-5-389-05005-1,Алессандро Барикко,Барикко,Гомер.Илиада,Азбука,Санкт-Петербург,Основной,4000,2013,2004,русский,роман,мягкая,FALSE,Азбука-классика,normal - new,,76*100(1/32),160,Старая книга
1242,978-5-386-12196-9,Никлас Натт-о-даг,Натт-о-даг,1793. История одного убийства.,РИПОЛ - Пальмира,Москва - Санкт-Петербург,Основной,5000,2019,2018,русский,роман,твёрдая,FALSE,,normal - new,,60*90(1/16),495,Старая книга
1243,978-5-86471-757-8,Филипп Майер,Майер,Американская ржавчина,phantom press,Москва,Основной,4000,2017,2009,русский,роман,твёрдая,TRUE,,normal - new,,84*108(1/32),512,Старая книга
1244,978-5-17-086778-3,Генрих Бёлль,Бёлль,Бильярд в половине десятого,АСТ,Москва,Основной,5000,2014,1958,русский,роман,мягкая,FALSE,Эксклюзивная классика,normal - new,,76*100(1/32),480,Старая книга
1245,,В.Бешлягэ,Бешлягэ,Крик стрижа,Литература артистикэ,Кишинев,Основной,30000,1978,1965,русский,роман,твёрдая,FALSE,,medium - old,,60*90(1/16),192,Ozon
1246,978-5-389-13034-0,Уильям Шекспир,Шекспир,Король Лир. Трагедия о Кориолане.,Азбука,Санкт-Петербург,Основной,2000,2021,,русский,сборник пьес,мягкая,FALSE,Азбука-классика,good - new,,75*100(1/32),320,Ozon
1247,978-5-389-03203-3,Уильям Шекспир,Шекспир,Много шума из ничего,Азбука,Санкт-Петербург,Основной,2000,2018,,русский,сборник пьес,мягкая,FALSE,Азбука-классика,good - new,,75*100(1/32),224,Ozon
1248,978-5-00139-194-4,Дэвид Бирн,Бирн,Как работает музыка,Альпина нон-фикшн,Москва,Основной,2000,2021,2012,русский,научпоп,мягкая,FALSE,,good - new,,70*90(1/16),400,подарок
1249,978-5-04-094684-6,Рамита Наваи,Наваи,"Город лжи. Любовь, секс, смерть. Вся правда о Тегеране.",Бомбора,Москва,Основной,4000,2018,2014,русский,роман,твёрдая,FALSE,TRUESTORY. Вокруг планеты за 80 книг.,good - new,,70*100(1/16),320,Ozon
1250,978-5-389-12905-4,Фредерик Бегбедер,Бегбедер,Французский роман,Азбука,Санкт-Петербург,Основной,6000,2017,2009,русский,роман,мягкая,FALSE,the big book,good - new,,75*100(1/32),224,Ozon
1251,978-5-389-13862-9,Уильям Шекспир,Шекспир,Зимняя сказка. Буря.,Азбука,Санкт-Петербург,Основной,2000,2021,,русский,сборник пьес,мягкая,FALSE,Азбука-классика,good - new,,75*100(1/32),288,Ozon
1252,978-5-389-17109-1,Василий Поленов,Поленов,Письма,Азбука,Санкт-Петербург,Основной,4000,2019,,русский,письма,мягкая,FALSE,Азбука-классика. Non-Fiction,good - new,,75*100(1/32),392,Ozon
1253,978-5-17-104635-4,Герман Гессе,Гессе,Последнее лето Клингзора,АСТ,Москва,Дополнительный,3000,2021,,русский,сборник повестей,мягкая,FALSE,Эксклюзивная классика,good - new,,76*100(1/32),224,Ozon
1254,,М.Львов,,Собинов,Государственное музыкальное издательство,Москва - Ленинград,Основной,35000,1951,,русский,биография,твёрдая с обёрткой,FALSE,,medium - old,Подпись и г. Горький,72*105(1/32),104,Ozon
1255,978-5-17-108071-6,Норберт Винер,Винер,"Корпорация ""Бог и Голем""",Эксклюзивная классика,Москва,Основной,5000,2018,1964,русский,публицистика,мягкая,FALSE,Эксклюзивная классика,good - new,,76*100(1/32),160,Ozon
1256,,И.Е.Баренбаум. Н.А.Костылева,,Книжный Петербург-Ленинград,Лениздат,Ленинград,Основной,50000,1986,1986,русский,краеведение,твёрдая,FALSE,,good - old,,70*108(1/32),447,Ozon
1257,978-5-389-12918-4,Джеральд Даррелл,Даррелл,Земля шорохов,Азбука,Санкт-Петербург,Основной,4000,2017,1961,русский,научпоп,мягкая,FALSE,Азбука-классика. Non-Fiction,good - new,,75*100(1/32),224,Ozon
1258,978-5-17-110319-4,Эразм Роттердамский,Эразм Роттердамский,Похвала глупости,АСТ,Москва,Дополнительный,3000,2021,,русский,философия,мягкая,FALSE,Эксклюзивная классика,good - new,,76*100(1/32),224,Ozon
1259,,Л.Р.Фрумкин,Фрумкин,Эти сердцу милые края,Лениздат,Ленинград,Основной,25000,1981,,русский,краеведение,мягкая,FALSE,,bad - old,,70*108(1/32),112,Ozon
1260,,А.В.Суворов,,Наука побеждать,Воениздат,Москва,Основной,150000,1987,,русский,публицистика,мягкая,FALSE,,medium - old,,84*108(1/32),40,Светлана-ПП
1261,5-289-01863-8,Н.Глинка,,"""Красуйся град Петров...""",Лениздат,Санкт-Петербург,Основной,10000,1996,,русский,краеведение,твёрдая,FALSE,,normal - old,,70*90(1/32),286,Старая книга
1262,,А.А.Космодемьянский,,Николай Егорович Жуковский,Наука,Москва,Основной,37000,1984,,русский,биография,мягкая,FALSE,Научно-биографическая серия,medium - old,,84*108(1/32),192,Старая книга
1263,978-1-85326-177-0,Henry James,Г.Джеймс,The Portrait of a Lady,Wordsworth Classics,St Ives,Основной,,1999,1881,english,роман,мягкая,FALSE,,medium - old,,84*108(1/32),504,Старая книга
1264,,О.Федерова,,Франц Рубо,Искусство,Москва,Основной,25000,1982,,русский,биография,твёрдая,FALSE,,normal - old,,60*84(1/16),127,Старая книга
1265,978-5-699-71831-3,Соломон Нортап,Нортап,12 лет рабства,Эксмо,Москва,Основной,8100,2014,1855,русский,роман,твёрдая,FALSE,,normal - new,,60*84(1/16),368,Старая книга
1266,978-5-389-04571-2,Мюриель Барбери,Барбери,Элегантность ежика,Азбука,Санкт-Петербург,Основной,3000,2017,2006,русский,роман,мягкая,FALSE,Азбука-классика,normal - new,,75*100(1/32),352,Старая книга
1267,5-17-027863-2,Робин  Кук,Кук,Хромосома-6,АСТ,Москва,Основной,7000,2006,1997,русский,роман,твёрдая,FALSE,The International Bestseller,medium - new,,60*90(1/16),478,Ozon
1268,978-5-04-100028-8,Жан-Батист Дель Амо,Дель Амо,Звериное царство,Эксмо,Москва,Основной,3000,2019,2016,русский,роман,твёрдая,FALSE,,good - new,,84*108(1/32),416,Ozon
1269,978-5-17-094327-2,Крейг Вентер,Вентер,Жизнь на скорости света,АСТ,Москва,Основной,2000,2018,2013,русский,научпоп,твёрдая,FALSE,Наука: Открытия и первооткрыватели,good - new,,84*108(1/32),320,Ozon
1270,978-5-389-13911-4,Джонатан Готтшалл,Готтшалл,Как сторителлинг сделал нас людьми,Колибри,Москва,Основной,3000,2020,2012,русский,научпоп,твёрдая,FALSE,,good - new,,60*90(1/16),272,Ozon
1271,978-5-496-01222-5,Роберт Ланца. Боб Берман.,,Биоцентризм. Как жизнь создаёт Вселенную.,Питер,Санкт-Петербург,Основной,3000,2015,,русский,научпоп,твёрдая,FALSE,,medium - new,,60*90(1/16),224,Старая книга
1272,978-5-271-31926-6,Мартин Эмис,Эмис,Ночной поезд,Астрель,Москва,Основной,3000,2011,1997,русский,роман,твёрдая,FALSE,,good - new,,84*108(1/32),224,Старая книга
1273,,Ред. М.М.Ракова,,Василий Андреевич Тропинин,Изобразительное искусство,Москва,Основной,20000,1982,,русский,биография,твёрдая с обёрткой,FALSE,,medium - old,,70*90(1/16),248,Старая книга
1274,978-1-85326-253-1,Sir Walter Scott,Скотт,Rob Roy,Wordsworth Classics,St Ives,Основной,,1995,1817,english,роман,мягкая,FALSE,,normal - old,,,382,Старая книга
1275,1-85326-213-7,Henry James,Г.Джеймс,Daisy Miller & Other Stories,Wordsworth Classics,St Ives,Основной,,2006,,english,сборник,мягкая,FALSE,,normal - new,,,230,Старая книга
1276,1-84022-427-4,Henry James,Г.Джеймс,Washington Square,Wordsworth Classics,St Ives,Основной,,2001,,english,роман,мягкая,FALSE,,medium - new,,,154,Старая книга
1277,978-5-389-07889-5,Владимир Набоков,Набоков,Защита Лужина,Азбука,Санкт-Петербург,Основной,3000,2019,1964,русский,роман,мягкая,FALSE,Азбука-классика,medium - new,,75*100(1/32),224,Старая книга
1278,978-5-17-113086-2,Курт Воннегут,Воннегут,Синяя борода,АСТ,Москва,Основной,5000,2019,1987,русский,роман,мягкая,FALSE,Эксклюзивная классика,medium - new,,76*100(1/32),288,Старая книга
1279,978-5-17-091562-0,Герман Гессе,Гессе,Сиддхартха. Путещшествие к земле Востока.,АСТ,Москва,Дополнительный,5000,2016,1922,русский,роман,мягкая,FALSE,Эксклюзивная классика,medium - new,,76*100(1/32),224,Старая книга
1280,978-5-386-09991-6,Автор-составитель: И.Сергеев,,Города России. Псков,РИПОЛ Классик,Москва,Основной,5000,2017,2017,русский,краеведение,мягкая,FALSE,Города России,good - new,,60*80(1/8),40,Ozon
1281,978-5-17-121540-8,Майкл Каннингем,Каннингем,Избранные дни,Corpus - АСТ,Москва,Основной,2500,2020,2005,русский,роман,твёрдая,FALSE,Corpus,good - new,,84*108(1/32),480,Ozon
1282,978-5-00139-487-7,Джо Мерчант,Мерчант,Антикитерский механизм,Альпина нон-фикшн,Москва,Основной,,2021,2008,русский,научпоп,твёрдая,FALSE,,good - new,,60*90(1/16),266,Ozon
1283,0-14-010958-7,Davit Leavitt,Ливитт,Equal Affections,Penguin Books,Reading,Основной,,1989,1989,english,роман,мягкая,FALSE,,normal - old,,,278,Старая книга
1284,,Сост.: М.И.Боженкова. А.И.Рощин,,Рафаэль,"ТО ""Пальмира""",Санкт-Петербург,Основной,,1994,1994,русский,биография,твёрдая,FALSE,,normal - old,,70*90(1/16),168,Старая книга
1285,978-5-389-10603-1,Эфраим Севела,Севела,"Попугай, говорящий на идиш",Азбука,Санкт-Петербург,Основной,4000,2016,,русский,сборник рассказов,мягкая,FALSE,Азбука-классика,good - new,,75*100(1/32),288,Старая книга
1286,978-5-367-03681-7,Джеральд Даррелл,Даррелл,Натуралист на мушке,Амфора,Санкт-Петербург,Основной,16852,2015,1973,русский,сборник повестей,твёрдая,FALSE,Клуб путешественников,normal - new,,84*108(1/32),415,Старая книга
1287,978-5-9524-4016-6,Пи Джей Трейси,П.Д.Трейси,Наживка,Центрполиграф,Москва,Основной,6000,2009,2004,русский,роман,твёрдая,FALSE,,good - new,,84*108(1/32),350,Старая книга
1288,978-5-86471-746-2,Ричард Форд,Форд,День Независимости,Phantom press,Москва,Основной,2500,2016,1995,русский,роман,твёрдая,TRUE,,normal - new,,60*90(1/16),608,Старая книга
1289,978-5-17-982848-8,Стивен Вайнберг,Вайнберг,Первые три минуты,АСТ,Москва,Основной,2000,2018,1977,русский,научпоп,твёрдая,FALSE,Наука: Открытия и первооткрыватели,good - new,,84*108(1/32),256,Ozon
1290,978-5-17-133303-4,Итало Кальвино,Кальвино,Невидимые города,АСТ,Москва,Основной,4000,2021,2002,русский,роман,мягкая,FALSE,Эксклюзивная классика,good - new,,76*100(1/32),224,Ozon
1291,978-5-17-080010-0,Илья Ильф. Евгений Петров.,Ильф/Петров,Одноэтажная Америка,АСТ,Москва,Основной,2000,2021,1937,русский,роман,твёрдая,FALSE,Русская классика,good - new,,84*108(1/32),448,подарок
1292,978-5-04-096999-9,Джордж Сондерс,Сондерс,Десятое декабря,Эксмо,Москва,Основной,3000,2018,2013,русский,сборник рассказов,твёрдая,FALSE,,good - new,,84*108(1/32),288,Ozon
1293,978-5-17-100857-4,Эрих Мария Ремарк,Ремарк,Ночь в Лиссабоне,АСТ,Москва,Дополнительный,25000,2021,1962,русский,роман,мягкая,FALSE,Эксклюзивная классика,good - new,,76*100(1/32),320,Ашан
1294,963-13-7061-5,Клара Гараш,,Венецианская живопись XVIII века,Корвина,Будапешт,Основной,,1977,,русский,искусство,твёрдая с обёрткой,FALSE,,medium - old,,,50,Старая книга
1295,978-5-699-27824-4,Рекс Стаут,Стаут,Последний свидетель,Эксмо,Москва,Основной,13000,2008,,русский,сборник рассказов,мягкая,FALSE,Весь Стаут,medium - new,,70*100(1/32),320,Старая книга
1296,5-17-038108-5,Филлис Дороти Джеймс,Ф.Д.Джеймс,Комната убийств,АСТ,Москва,Основной,1500,2006,2003,русский,роман,мягкая,FALSE,Классическая и современная проза,medium - new,,70*90(1/32),477,Старая книга
1297,978-5-17-097360-6,Ирвин Шоу,И.Шоу,Солнечные берега реки Леты,АСТ,Москва,Дополнительный,4000,2018,,русский,сборник рассказов,мягкая,FALSE,Эксклюзивная классика,medium - new,,76*100(1/32),384,Старая книга
1298,,Н.А.Некрасов,Некрасов,Собрание сочинений в восьми томах. Том первый.,Художественная литература,Москва,Основной,260000,1965,,русский,собрание сочинений,твёрдая,FALSE,Собрание сочинений Н.А.Некрасова,normal - old,,84*108(1/32),424,Старая книга
1299,,Н.А.Некрасов,Некрасов,Собрание сочинений в восьми томах. Том второй.,Художественная литература,Москва,Основной,260000,1965,,русский,собрание сочинений,твёрдая,FALSE,Собрание сочинений Н.А.Некрасова,normal - old,,84*108(1/32),468,Старая книга
1300,,Н.А.Некрасов,Некрасов,Собрание сочинений в восьми томах. Том третий.,Художественная литература,Москва,Основной,300000,1965,,русский,собрание сочинений,твёрдая,FALSE,Собрание сочинений Н.А.Некрасова,normal - old,,84*108(1/32),472,Старая книга
1301,,Н.А.Некрасов,Некрасов,Собрание сочинений в восьми томах. Том четвертый.,Художественная литература,Москва,Основной,260000,1966,,русский,собрание сочинений,твёрдая,FALSE,Собрание сочинений Н.А.Некрасова,normal - old,,84*108(1/32),508,Старая книга
1302,,Н.А.Некрасов,Некрасов,Собрание сочинений в восьми томах. Том пятый.,Художественная литература,Москва,Основной,260000,1966,,русский,собрание сочинений,твёрдая,FALSE,Собрание сочинений Н.А.Некрасова,normal - old,,84*108(1/32),592,Старая книга
1303,,Н.А.Некрасов,Некрасов,Собрание сочинений в восьми томах. Том шестой.,Художественная литература,Москва,Основной,259000,1966,,русский,собрание сочинений,твёрдая,FALSE,Собрание сочинений Н.А.Некрасова,normal - old,,84*108(1/32),564,Старая книга
1304,,Н.А.Некрасов,Некрасов,Собрание сочинений в восьми томах. Том седьмой.,Художественная литература,Москва,Основной,255000,1967,,русский,собрание сочинений,твёрдая,FALSE,Собрание сочинений Н.А.Некрасова,normal - old,,84*108(1/32),488,Старая книга
1305,,Н.А.Некрасов,Некрасов,Собрание сочинений в восьми томах. Том восьмой.,Художественная литература,Москва,Основной,255000,1965,,русский,собрание сочинений,твёрдая,FALSE,Собрание сочинений Н.А.Некрасова,normal - old,,84*108(1/32),526,Старая книга
1306,978-5-17-135723-8,Борис Акунин,Акунин,Бох и Шельма,АСТ,Москва,Основной,12000,2021,2021,русский,роман,мягкая,FALSE,,normal - new,,70*100(1/32),288,Старая книга
1307,,Л.Бретаницкий,,Баку,Искусство,Москва - Ленинград,Основной,16000,1965,,русский,краеведение,твёрдая,FALSE,,medium - old,,60*90(1/32),352,была
1308,,А.С.Пушкин,Пушкин,Южные поэмы,Детская литература,Москва,Основной,3000000,1982,,русский,поэзия,мягкая,FALSE,,medium - old,,60*90(1/16),78,была
1309,5-08-000658-7,К.Ушинский,Ушинский,Два плуга,Детская литература,Москва,Основной,3000000,1989,,русский,сборник рассказов,мягкая,FALSE,Читаем сами,medium - old,,70*100(1/16),32,была
1310,,М.Ю.Лермонтов,Лермонтов,Поэмы,Детская литература,Москва,Основной,1000000,1980,,русский,поэзия,мягкая,FALSE,Школьная библиотека,medium - old,,60*90(1/16),64,была
1311,,А.Т.Твардовский,А.Твардовский,Стихотворения,Удмуртия,Ижевск,Основной,275000,1979,,русский,поэзия,мягкая,FALSE,Школьная библиотека,medium - old,,84*108(1/32),32,была
1312,,Э.Хемингуэй,Хемингуэй,Старик и море,Судостроение,Ленинград,Основной,800000,1980,,русский,повесть,мягкая,FALSE,,medium - old,,84*108(1/32),64,была
1313,,М.Горький,Горький,Детство Ильи,Детская литература,Москва,Основной,600000,1973,,русский,сборник рассказов,мягкая,FALSE,Книга за книгой,worn - old,,60*90(1/16),32,была
1314,,М.Горький,Горький,Старуха Изергиль,Детская литература,Москва,Основной,2500000,1980,,русский,рассказ,мягкая,FALSE,,worn - old,,60*90(1/16),31,была
1315,,Н.А.Некрасов,Некрасов,Саща. Стихотворения.,Детская литература,Москва,Основной,2000000,1981,,русский,поэзия,мягкая,FALSE,,medium - old,,60*90(1/16),61,была
1316,,Н.С.Лесков,Лесков,Левша,Калининградское книжное издательство,Калининград,Основной,300000,1981,,русский,рассказ,мягкая,FALSE,,medium - old,,84*108(1/32),47,была
1317,,В.Г.Короленко,Короленко,Без языка,Советская Россия,Москва,Дополнительный,300000,1979,,русский,рассказ,мягкая,FALSE,,normal - old,,60*90(1/16),128,была
1318,5-88729-018-Х,М.Г.Качурин. Г.А.Кудырская. Д.Н.Мурин,,Санкт-Петербург в русской литературе. 2 том.,Свет,Санкт-Петербург,Основной,30000,1996,,русский,учебное пособие,твёрдая,FALSE,,medium - old,,60*90(1/16),384,была
1319,5-210-02580-2,Науч. редактор Е.Н.Петрова,,Орест Кипренский. Новые материалы и исследования.,Искусство-СПБ,Санкт-Петербург,Основной,5000,1993,,русский,искусство,твёрдая,FALSE,,good - old,Ирине Яковлевне с уважением,70*100(1/16),208,Старая книга
1320,,Редактор И.М.Гофман,,Передвижники,Искусство,Москва,Основной,25000,1977,,русский,искусство,твёрдая,FALSE,,medium - old,,70*84(1/16),127,Старая книга
1321,0-233-97756-2,Robert Edric,Эдрик,Winter Garden,Andre Deutsch,London,Основной,,1985,1985,english,роман,твёрдая с обёрткой,FALSE,,medium - old,,,170,Старая книга
1322,,М.М.Громыко,,Сибирские знакомые и друзья Ф.М.Достоевского,Наука,Новосибирск,Основной,80000,1985,,русский,биография,мягкая,FALSE,,medium - old,,84*108(1/32),168,Старая книга
1323,978-5-699-34276-1,Рекс Стаут,Стаут,Разбитая ваза,Эксмо,Москва,Основной,10000,2009,1941,русский,роман,мягкая,FALSE,Весь Стаут,medium - new,,70*100(1/32),320,Старая книга
1324,978-5-907056-32-9,Мэтт Хейг,Хейг,Последнее семейство в Англии,Лайвбук,Москва,Основной,4000,2020,2004,русский,роман,твёрдая,FALSE,,normal - new,,84*108(1/32),384,Старая книга
1325,978-5-389-15877-1,Хезер Моррис,Х.Моррис,Татуировщик из Освенцима,Азбука,Санкт-Петербург,Основной,5000,2019,2018,русский,роман,твёрдая с обёрткой,FALSE,,good - new,,84*100(1/32),320,Старая книга
1326,978-5-389-05097-6,Грэм Джойс,Г.Джойс,Зубная Фея,Азбука,Санкт-Петербург,Основной,4000,2013,1996,русский,роман,мягкая,FALSE,Азбука-классика,medium - new,,76*100(1/32),352,Старая книга
1327,978-5-389-12423-3,Константин Коровин,,Моя жизнь,Азбука,Санкт-Петербург,Основной,3000,2021,,русский,сборник рассказов,мягкая,TRUE,Азбука-классика. Non-Fiction,good - new,,75*100(1/32),288,Ozon
1328,978-5-699-39310-7,Эндрю Миллер,Э.Миллер,Оптимисты,Эксмо,Москва,Основной,1500,2017,2005,русский,роман,твёрдая,FALSE,Интеллектуальный бестселлер,good - new,,84*108(1/32),336,Ozon
1329,978-5-04-097489-4,Рон Сталлворт,Сталлворт,Чёрный клановец,Эксмо,Москва,Основной,5000,2018,2014,русский,роман,твёрдая,FALSE,TRUESTORY,good - new,,84*120(1/32),256,Ozon
